CreatedDate,pm25_Lakshmi K: Living room,pm10_Lakshmi K: Living room,aqi_Lakshmi K: Living room
09-05-2024 08:00,52,162,141
09-05-2024 08:15,52,160,140
09-05-2024 08:30,52,162,141
09-05-2024 08:45,52,163,142
09-05-2024 09:00,54,170,147
09-05-2024 09:15,54,168,145
09-05-2024 09:30,54,171,147
09-05-2024 09:45,54,170,147
09-05-2024 10:00,56,177,151
09-05-2024 10:15,56,175,150
09-05-2024 10:30,57,181,154
09-05-2024 10:45,58,185,157
09-05-2024 11:00,60,191,161
09-05-2024 11:15,60,193,162
09-05-2024 11:30,61,196,164
09-05-2024 11:45,62,205,170
09-05-2024 12:00,63,208,172
09-05-2024 12:15,62,204,169
09-05-2024 12:30,63,208,172
09-05-2024 12:45,61,200,167
09-05-2024 13:00,61,199,166
09-05-2024 13:15,62,204,169
09-05-2024 13:30,61,200,167
09-05-2024 13:45,61,199,166
09-05-2024 14:00,61,197,165
09-05-2024 14:15,60,193,162
09-05-2024 14:30,60,194,163
09-05-2024 14:45,60,195,163
09-05-2024 15:00,61,198,165
09-05-2024 15:15,60,196,164
09-05-2024 15:30,60,192,161
09-05-2024 15:45,59,188,159
09-05-2024 16:00,60,193,162
09-05-2024 16:15,60,191,161
09-05-2024 16:30,60,191,161
09-05-2024 16:45,60,192,161
09-05-2024 17:00,60,196,164
09-05-2024 17:15,59,188,159
09-05-2024 17:30,59,187,158
09-05-2024 17:45,61,199,166
09-05-2024 18:00,61,201,167
09-05-2024 18:15,63,209,173
09-05-2024 18:30,64,212,175
09-05-2024 18:45,66,222,181
09-05-2024 19:00,67,225,183
09-05-2024 19:15,68,228,185
09-05-2024 19:30,69,231,187
09-05-2024 19:45,73,246,197
09-05-2024 20:00,78,259,209
09-05-2024 20:15,76,255,205
09-05-2024 20:30,76,255,205
09-05-2024 20:45,77,255,205
09-05-2024 21:00,75,253,203
09-05-2024 21:15,73,249,199
09-05-2024 21:30,76,254,204
09-05-2024 21:45,85,266,216
09-05-2024 22:00,83,266,216
09-05-2024 22:15,80,262,212
09-05-2024 22:30,81,263,213
09-05-2024 22:45,73,247,198
09-05-2024 23:00,68,230,187
09-05-2024 23:15,67,224,183
09-05-2024 23:30,65,215,177
09-05-2024 23:45,60,196,164
10-05-2024 00:00,60,193,162
10-05-2024 00:15,61,199,166
10-05-2024 00:30,61,197,165
10-05-2024 00:45,65,216,177
10-05-2024 01:00,69,234,189
10-05-2024 01:15,68,229,186
10-05-2024 01:30,67,226,184
10-05-2024 01:45,68,228,185
10-05-2024 02:00,71,241,194
10-05-2024 02:15,71,240,193
10-05-2024 02:30,70,238,192
10-05-2024 02:45,71,239,193
10-05-2024 03:00,71,240,193
10-05-2024 03:15,72,243,195
10-05-2024 03:30,73,247,198
10-05-2024 03:45,74,251,201
10-05-2024 04:00,76,255,205
10-05-2024 04:15,76,254,204
10-05-2024 04:30,76,255,205
10-05-2024 04:45,76,255,205
10-05-2024 05:00,76,255,205
10-05-2024 05:15,79,259,209
10-05-2024 05:30,81,264,214
10-05-2024 05:45,82,265,215
10-05-2024 06:00,82,266,216
10-05-2024 06:15,82,265,215
10-05-2024 06:30,81,264,214
10-05-2024 06:45,80,262,212
10-05-2024 07:00,78,257,207
10-05-2024 07:15,77,256,206
10-05-2024 07:30,77,256,206
10-05-2024 07:45,76,255,205
10-05-2024 08:00,77,256,206
10-05-2024 08:15,77,256,206
10-05-2024 08:30,78,258,208
10-05-2024 08:45,78,258,208
10-05-2024 09:00,78,258,208
10-05-2024 09:15,79,260,210
10-05-2024 09:30,78,258,208
10-05-2024 09:45,79,259,209
10-05-2024 10:00,79,259,209
10-05-2024 10:15,79,259,209
10-05-2024 10:30,79,260,210
10-05-2024 10:45,77,256,206
10-05-2024 11:00,77,256,206
10-05-2024 11:15,77,256,206
10-05-2024 11:30,77,256,206
10-05-2024 11:45,77,256,206
10-05-2024 12:00,77,256,206
10-05-2024 12:15,77,257,207
10-05-2024 12:30,77,256,206
10-05-2024 12:45,77,256,206
10-05-2024 13:00,77,257,207
10-05-2024 13:15,79,259,209
10-05-2024 13:30,76,254,204
10-05-2024 13:45,76,255,205
10-05-2024 14:00,73,247,198
10-05-2024 14:15,68,231,187
10-05-2024 14:30,66,219,179
10-05-2024 14:45,65,215,177
10-05-2024 15:00,64,214,176
10-05-2024 15:15,64,212,175
10-05-2024 15:30,63,209,173
10-05-2024 15:45,64,214,176
10-05-2024 16:00,65,215,177
10-05-2024 16:15,63,211,174
10-05-2024 16:30,63,208,172
10-05-2024 16:45,65,216,177
10-05-2024 17:00,66,221,181
10-05-2024 17:15,66,221,181
10-05-2024 17:30,67,224,183
10-05-2024 17:45,72,241,194
10-05-2024 18:00,76,254,204
10-05-2024 18:15,76,255,205
10-05-2024 18:30,76,254,204
10-05-2024 18:45,75,254,204
10-05-2024 19:00,76,255,205
10-05-2024 19:15,75,253,203
10-05-2024 19:30,75,253,203
10-05-2024 19:45,75,253,203
10-05-2024 20:00,75,253,203
10-05-2024 20:15,78,257,207
10-05-2024 20:30,66,221,181
10-05-2024 20:45,56,179,153
10-05-2024 21:00,50,157,138
10-05-2024 21:15,50,156,137
10-05-2024 21:30,51,168,145
10-05-2024 21:45,58,205,170
10-05-2024 22:00,92,295,245
10-05-2024 22:15,139,437,409
10-05-2024 22:30,79,291,241
10-05-2024 22:45,37,122,115
10-05-2024 23:00,26,61,61
10-05-2024 23:15,26,57,57
10-05-2024 23:30,24,53,53
10-05-2024 23:45,19,41,41
11-05-2024 00:00,29,69,69
11-05-2024 00:15,30,74,74
11-05-2024 00:30,23,50,50
11-05-2024 00:45,18,39,39
11-05-2024 01:00,16,35,35
11-05-2024 01:15,15,31,31
11-05-2024 01:30,14,29,29
11-05-2024 01:45,13,27,27
11-05-2024 02:00,12,26,26
11-05-2024 02:15,13,27,27
11-05-2024 02:30,12,26,26
11-05-2024 02:45,13,27,27
11-05-2024 03:00,26,67,67
11-05-2024 03:15,37,107,105
11-05-2024 03:30,47,155,137
11-05-2024 03:45,51,178,152
11-05-2024 04:00,51,170,147
11-05-2024 04:15,49,153,135
11-05-2024 04:30,48,149,133
11-05-2024 04:45,46,140,127
11-05-2024 05:00,47,142,128
11-05-2024 05:15,53,166,144
11-05-2024 05:30,51,157,138
11-05-2024 05:45,51,157,138
11-05-2024 06:00,53,164,143
11-05-2024 06:15,55,171,147
11-05-2024 06:30,57,181,154
11-05-2024 06:45,59,187,158
11-05-2024 07:00,65,221,181
11-05-2024 07:15,69,247,198
11-05-2024 07:30,85,273,223
11-05-2024 07:45,95,287,237
11-05-2024 08:00,93,282,232
11-05-2024 08:15,85,272,222
11-05-2024 08:30,75,253,203
11-05-2024 08:45,64,216,177
11-05-2024 09:00,57,185,157
11-05-2024 09:15,55,176,151
11-05-2024 09:30,54,171,147
11-05-2024 09:45,51,160,140
11-05-2024 10:00,55,173,149
11-05-2024 10:15,63,212,175
11-05-2024 10:30,61,202,168
11-05-2024 10:45,62,206,171
11-05-2024 11:00,61,199,166
11-05-2024 11:15,56,176,151
11-05-2024 11:30,57,180,153
11-05-2024 11:45,47,143,129
11-05-2024 12:00,49,149,133
11-05-2024 12:15,51,158,139
11-05-2024 12:30,49,150,133
11-05-2024 12:45,60,186,157
11-05-2024 13:00,66,213,175
11-05-2024 13:15,46,137,125
11-05-2024 13:30,50,153,135
11-05-2024 13:45,51,156,137
11-05-2024 14:00,51,157,138
11-05-2024 14:15,51,158,139
11-05-2024 14:30,52,161,141
11-05-2024 14:45,56,175,150
11-05-2024 15:00,57,180,153
11-05-2024 15:15,57,180,153
11-05-2024 15:30,56,175,150
11-05-2024 15:45,64,214,176
11-05-2024 16:00,58,184,156
11-05-2024 16:15,53,167,145
11-05-2024 16:30,50,154,136
11-05-2024 16:45,43,125,117
11-05-2024 17:00,41,117,111
11-05-2024 17:15,41,119,113
11-05-2024 17:30,40,115,110
11-05-2024 17:45,41,118,112
11-05-2024 18:00,41,116,111
11-05-2024 18:15,54,167,145
11-05-2024 18:30,46,138,125
11-05-2024 18:45,41,117,111
11-05-2024 19:00,40,113,109
11-05-2024 19:15,41,120,113
11-05-2024 19:30,41,119,113
11-05-2024 19:45,42,123,115
11-05-2024 20:00,45,133,122
11-05-2024 20:15,45,133,122
11-05-2024 20:30,46,136,124
11-05-2024 20:45,47,141,127
11-05-2024 21:00,49,148,132
11-05-2024 21:15,51,156,137
11-05-2024 21:30,52,162,141
11-05-2024 21:45,51,159,139
11-05-2024 22:00,49,150,133
11-05-2024 22:15,48,146,131
11-05-2024 22:30,47,142,128
11-05-2024 22:45,47,142,128
11-05-2024 23:00,49,149,133
11-05-2024 23:15,51,157,138
11-05-2024 23:30,50,152,135
11-05-2024 23:45,50,151,134
12-05-2024 00:00,50,155,137
12-05-2024 00:15,61,201,167
12-05-2024 00:30,69,232,188
12-05-2024 00:45,77,256,206
12-05-2024 01:00,81,264,214
12-05-2024 01:15,81,262,212
12-05-2024 01:30,78,257,207
12-05-2024 01:45,78,258,208
12-05-2024 02:00,78,258,208
12-05-2024 02:15,77,256,206
12-05-2024 02:30,75,253,203
12-05-2024 02:45,74,252,202
12-05-2024 03:00,80,262,212
12-05-2024 03:15,83,267,217
12-05-2024 03:30,90,273,223
12-05-2024 03:45,101,287,237
12-05-2024 04:00,100,285,235
12-05-2024 04:15,94,277,227
12-05-2024 04:30,85,268,218
12-05-2024 04:45,81,263,213
12-05-2024 05:00,77,257,207
12-05-2024 05:15,79,261,211
12-05-2024 05:30,89,272,222
12-05-2024 05:45,105,293,250
12-05-2024 06:00,112,306,273
12-05-2024 06:15,115,313,283
12-05-2024 06:30,115,314,283
12-05-2024 06:45,101,290,240
12-05-2024 07:00,101,293,243
12-05-2024 07:15,105,301,251
12-05-2024 07:30,115,322,283
12-05-2024 07:45,101,298,248
12-05-2024 08:00,90,277,227
12-05-2024 08:15,86,273,223
12-05-2024 08:30,86,274,224
12-05-2024 08:45,88,277,227
12-05-2024 09:00,87,274,224
12-05-2024 09:15,80,266,216
12-05-2024 09:30,78,262,212
12-05-2024 09:45,75,253,203
12-05-2024 10:00,57,185,157
12-05-2024 10:15,51,159,139
12-05-2024 10:30,53,166,144
12-05-2024 10:45,57,180,153
12-05-2024 11:00,55,174,149
12-05-2024 11:15,55,174,149
12-05-2024 11:30,57,183,155
12-05-2024 11:45,58,186,157
12-05-2024 12:00,57,179,153
12-05-2024 12:15,60,194,163
12-05-2024 12:30,62,204,169
12-05-2024 12:45,65,215,177
12-05-2024 13:00,62,204,169
12-05-2024 13:15,52,160,140
12-05-2024 13:30,49,148,132
12-05-2024 13:45,47,141,127
12-05-2024 14:00,45,135,123
12-05-2024 14:15,48,146,131
12-05-2024 14:30,48,147,131
12-05-2024 14:45,48,144,129
12-05-2024 15:00,47,141,127
12-05-2024 15:15,48,147,131
12-05-2024 15:30,52,164,143
12-05-2024 15:45,54,171,147
12-05-2024 16:00,53,165,143
12-05-2024 16:15,56,176,151
12-05-2024 16:30,58,185,157
12-05-2024 16:45,64,213,175
12-05-2024 17:00,69,232,188
12-05-2024 17:15,70,236,191
12-05-2024 17:30,69,232,188
12-05-2024 17:45,68,227,185
12-05-2024 18:00,67,224,183
12-05-2024 18:15,64,215,177
12-05-2024 18:30,65,217,178
12-05-2024 18:45,67,225,183
12-05-2024 19:00,67,225,183
12-05-2024 19:15,68,229,186
12-05-2024 19:30,71,239,193
12-05-2024 19:45,78,258,208
12-05-2024 20:00,77,256,206
12-05-2024 20:15,79,260,210
12-05-2024 20:30,83,266,216
12-05-2024 20:45,83,267,217
12-05-2024 21:00,80,262,212
12-05-2024 21:15,79,259,209
12-05-2024 21:30,78,258,208
12-05-2024 21:45,77,256,206
12-05-2024 22:00,79,260,210
12-05-2024 22:15,85,268,218
12-05-2024 22:30,87,271,221
12-05-2024 22:45,88,272,222
12-05-2024 23:00,88,272,222
12-05-2024 23:15,91,274,224
12-05-2024 23:30,96,279,229
12-05-2024 23:45,92,275,225
13-05-2024 00:00,88,272,222
13-05-2024 00:15,89,272,222
13-05-2024 00:30,95,278,228
13-05-2024 00:45,93,276,226
13-05-2024 01:00,90,273,223
13-05-2024 01:15,90,273,223
13-05-2024 01:30,90,273,223
13-05-2024 01:45,93,275,225
13-05-2024 02:00,92,275,225
13-05-2024 02:15,93,276,226
13-05-2024 02:30,94,276,226
13-05-2024 02:45,92,275,225
13-05-2024 03:00,94,277,227
13-05-2024 03:15,91,274,224
13-05-2024 03:30,91,274,224
13-05-2024 03:45,95,278,228
13-05-2024 04:00,98,282,232
13-05-2024 04:15,95,278,228
13-05-2024 04:30,95,278,228
13-05-2024 04:45,94,276,226
13-05-2024 05:00,90,273,223
13-05-2024 05:15,87,271,221
13-05-2024 05:30,83,267,217
13-05-2024 05:45,82,265,215
13-05-2024 06:00,81,264,214
13-05-2024 06:15,83,266,216
13-05-2024 06:30,83,267,217
13-05-2024 06:45,83,266,216
13-05-2024 07:00,80,262,212
13-05-2024 07:15,79,261,211
13-05-2024 07:30,76,255,205
13-05-2024 07:45,71,241,194
13-05-2024 08:00,70,235,190
13-05-2024 08:15,75,253,203
13-05-2024 08:30,106,299,253
13-05-2024 08:45,155,371,327
13-05-2024 09:00,160,377,334
13-05-2024 09:15,152,368,325
13-05-2024 09:30,134,341,311
13-05-2024 09:45,118,315,293
13-05-2024 10:00,107,296,257
13-05-2024 10:15,97,281,231
13-05-2024 10:30,91,274,224
13-05-2024 10:45,88,272,222
13-05-2024 11:00,87,270,220
13-05-2024 11:15,85,269,219
13-05-2024 11:30,83,267,217
13-05-2024 11:45,81,264,214
13-05-2024 12:00,81,263,213
13-05-2024 12:15,81,264,214
13-05-2024 12:30,82,265,215
13-05-2024 12:45,84,267,217
13-05-2024 13:00,84,268,218
13-05-2024 13:15,82,266,216
13-05-2024 13:30,80,262,212
13-05-2024 13:45,71,239,193
13-05-2024 14:00,60,193,162
13-05-2024 14:15,56,178,152
13-05-2024 14:30,52,160,140
13-05-2024 14:45,49,150,133
13-05-2024 15:00,48,146,131
13-05-2024 15:15,44,132,121
13-05-2024 15:30,36,99,99
13-05-2024 15:45,34,93,93
13-05-2024 16:00,30,75,75
13-05-2024 16:15,29,70,70
13-05-2024 16:30,31,77,77
13-05-2024 16:45,31,78,78
13-05-2024 17:00,33,88,88
13-05-2024 17:15,39,109,106
13-05-2024 17:30,43,127,118
13-05-2024 17:45,40,114,109
13-05-2024 18:00,38,107,105
13-05-2024 18:15,38,107,105
13-05-2024 18:30,39,109,106
13-05-2024 18:45,43,125,117
13-05-2024 19:00,47,143,129
13-05-2024 19:15,43,132,121
13-05-2024 19:30,45,153,135
13-05-2024 19:45,65,231,187
13-05-2024 20:00,75,272,222
13-05-2024 20:15,80,279,229
13-05-2024 20:30,84,285,235
13-05-2024 20:45,87,289,239
13-05-2024 21:00,79,280,230
13-05-2024 21:15,77,275,225
13-05-2024 21:30,72,266,216
13-05-2024 21:45,73,269,219
13-05-2024 22:00,75,272,222
13-05-2024 22:15,76,275,225
13-05-2024 22:30,79,279,229
13-05-2024 22:45,84,286,236
13-05-2024 23:00,86,288,238
13-05-2024 23:15,87,289,239
13-05-2024 23:30,89,290,240
13-05-2024 23:45,86,288,238
14-05-2024 00:00,83,285,235
14-05-2024 00:15,83,285,235
14-05-2024 00:30,88,290,240
14-05-2024 00:45,92,293,243
14-05-2024 01:00,92,293,243
14-05-2024 01:15,88,290,240
14-05-2024 01:30,85,288,238
14-05-2024 01:45,84,286,236
14-05-2024 02:00,86,288,238
14-05-2024 02:15,85,288,238
14-05-2024 02:30,84,287,237
14-05-2024 02:45,81,283,233
14-05-2024 03:00,84,286,236
14-05-2024 03:15,85,287,237
14-05-2024 03:30,90,291,241
14-05-2024 03:45,95,296,246
14-05-2024 04:00,106,311,261
14-05-2024 04:15,121,335,301
14-05-2024 04:30,121,336,301
14-05-2024 04:45,121,336,301
14-05-2024 05:00,126,345,305
14-05-2024 05:15,128,348,306
14-05-2024 05:30,134,360,312
14-05-2024 05:45,135,361,314
14-05-2024 06:00,159,396,358
14-05-2024 06:15,203,454,430
14-05-2024 06:30,195,443,416
14-05-2024 06:45,200,450,425
14-05-2024 07:00,228,485,469
14-05-2024 07:15,235,489,474
14-05-2024 07:30,244,496,482
14-05-2024 07:45,241,491,476
14-05-2024 08:00,219,464,442
14-05-2024 08:15,209,450,425
14-05-2024 08:30,196,431,401
14-05-2024 08:45,170,398,360
14-05-2024 09:00,168,393,354
14-05-2024 09:15,141,364,318
14-05-2024 09:30,130,347,308
14-05-2024 09:45,121,335,301
14-05-2024 10:00,115,326,283
14-05-2024 10:15,111,319,270
14-05-2024 10:30,102,305,255
14-05-2024 10:45,96,298,248
14-05-2024 11:00,80,280,230
14-05-2024 11:15,82,283,233
14-05-2024 11:30,82,284,234
14-05-2024 11:45,81,282,232
14-05-2024 12:00,79,279,229
14-05-2024 12:15,77,276,226
14-05-2024 12:30,74,270,220
14-05-2024 12:45,73,267,217
14-05-2024 13:00,75,271,221
14-05-2024 13:15,73,268,218
14-05-2024 13:30,71,262,212
14-05-2024 13:45,74,271,221
14-05-2024 14:00,73,269,219
14-05-2024 14:15,71,259,209
14-05-2024 14:30,61,220,180
14-05-2024 14:45,58,201,167
14-05-2024 15:00,54,189,159
14-05-2024 15:15,51,174,149
14-05-2024 15:30,45,153,135
14-05-2024 15:45,41,137,125
14-05-2024 16:00,41,134,123
14-05-2024 16:15,41,136,124
14-05-2024 16:30,44,147,131
14-05-2024 16:45,47,161,141
14-05-2024 17:00,46,156,137
14-05-2024 17:15,43,144,129
14-05-2024 17:30,42,139,126
14-05-2024 17:45,43,143,129
14-05-2024 18:00,42,142,128
14-05-2024 18:15,42,139,126
14-05-2024 18:30,40,130,120
14-05-2024 18:45,39,126,117
14-05-2024 19:00,38,124,116
14-05-2024 19:15,39,121,114
14-05-2024 19:30,48,138,125
14-05-2024 19:45,50,149,133
14-05-2024 20:00,53,161,141
14-05-2024 20:15,86,280,230
14-05-2024 20:30,120,348,300
14-05-2024 20:45,138,367,321
14-05-2024 21:00,187,438,410
14-05-2024 21:15,136,365,319
14-05-2024 21:30,95,310,260
14-05-2024 21:45,83,289,239
14-05-2024 22:00,86,295,245
14-05-2024 22:15,85,294,244
14-05-2024 22:30,84,292,242
14-05-2024 22:45,82,287,237
14-05-2024 23:00,81,285,235
14-05-2024 23:15,81,285,235
14-05-2024 23:30,82,288,238
14-05-2024 23:45,83,289,239
15-05-2024 00:00,84,291,241
15-05-2024 00:15,85,293,243
15-05-2024 00:30,85,295,245
15-05-2024 00:45,87,297,247
15-05-2024 01:00,92,302,252
15-05-2024 01:15,93,304,254
15-05-2024 01:30,100,316,266
15-05-2024 01:45,102,320,270
15-05-2024 02:00,104,325,275
15-05-2024 02:15,108,334,284
15-05-2024 02:30,113,341,291
15-05-2024 02:45,116,345,295
15-05-2024 03:00,116,345,295
15-05-2024 03:15,117,346,296
15-05-2024 03:30,117,346,296
15-05-2024 03:45,118,348,298
15-05-2024 04:00,117,346,296
15-05-2024 04:15,130,360,312
15-05-2024 04:30,138,369,324
15-05-2024 04:45,135,367,321
15-05-2024 05:00,136,367,321
15-05-2024 05:15,137,369,324
15-05-2024 05:30,127,359,311
15-05-2024 05:45,120,350,300
15-05-2024 06:00,116,347,297
15-05-2024 06:15,117,348,298
15-05-2024 06:30,118,349,299
15-05-2024 06:45,121,353,304
15-05-2024 07:00,118,348,298
15-05-2024 07:15,115,345,295
15-05-2024 07:30,111,340,290
15-05-2024 07:45,112,341,291
15-05-2024 08:00,119,349,299
15-05-2024 08:15,126,357,309
15-05-2024 08:30,122,352,302
15-05-2024 08:45,118,348,298
15-05-2024 09:00,130,359,311
15-05-2024 09:15,119,349,299
15-05-2024 09:30,118,348,298
15-05-2024 09:45,117,346,296
15-05-2024 10:00,107,330,280
15-05-2024 10:15,89,299,249
15-05-2024 10:30,83,290,240
15-05-2024 10:45,74,259,209
15-05-2024 11:00,71,248,199
15-05-2024 11:15,69,239,193
15-05-2024 11:30,69,239,193
15-05-2024 11:45,71,246,197
15-05-2024 12:00,73,254,204
15-05-2024 12:15,79,279,229
15-05-2024 12:30,70,243,195
15-05-2024 12:45,68,233,189
15-05-2024 13:00,70,241,194
15-05-2024 13:15,68,231,187
15-05-2024 13:30,67,229,186
15-05-2024 13:45,71,246,197
15-05-2024 14:00,73,253,203
15-05-2024 14:15,71,246,197
15-05-2024 14:30,73,255,205
15-05-2024 14:45,72,249,199
15-05-2024 15:00,70,241,194
15-05-2024 15:15,72,249,199
15-05-2024 15:30,61,196,164
15-05-2024 15:45,56,174,149
15-05-2024 16:00,56,173,149
15-05-2024 16:15,54,164,143
15-05-2024 16:30,54,164,143
15-05-2024 16:45,52,156,137
15-05-2024 17:00,49,147,131
15-05-2024 17:15,52,156,137
15-05-2024 17:30,66,224,183
15-05-2024 17:45,66,222,181
15-05-2024 18:00,66,221,181
15-05-2024 18:15,66,222,181
15-05-2024 18:30,67,227,185
15-05-2024 18:45,69,238,192
15-05-2024 19:00,72,252,202
15-05-2024 19:15,75,266,216
15-05-2024 19:30,78,276,226
15-05-2024 19:45,108,314,264
15-05-2024 20:00,231,500,488
15-05-2024 20:15,139,371,326
15-05-2024 20:30,111,337,287
15-05-2024 20:45,102,320,270
15-05-2024 21:00,89,299,249
15-05-2024 21:15,83,290,240
15-05-2024 21:30,79,280,230
15-05-2024 21:45,75,266,216
15-05-2024 22:00,75,264,214
15-05-2024 22:15,74,260,210
15-05-2024 22:30,74,260,210
15-05-2024 22:45,72,250,200
15-05-2024 23:00,73,255,205
15-05-2024 23:15,79,281,231
15-05-2024 23:30,83,290,240
15-05-2024 23:45,84,293,243
16-05-2024 00:00,86,295,245
16-05-2024 00:15,88,298,248
16-05-2024 00:30,87,298,248
16-05-2024 00:45,87,298,248
16-05-2024 01:00,88,299,249
16-05-2024 01:15,89,300,250
16-05-2024 01:30,89,300,250
16-05-2024 01:45,90,300,250
16-05-2024 02:00,91,301,251
16-05-2024 02:15,90,301,251
16-05-2024 02:30,93,303,253
16-05-2024 02:45,92,302,252
16-05-2024 03:00,90,300,250
16-05-2024 03:15,87,297,247
16-05-2024 03:30,86,296,246
16-05-2024 03:45,85,293,243
16-05-2024 04:00,83,290,240
16-05-2024 04:15,82,289,239
16-05-2024 04:30,84,292,242
16-05-2024 04:45,84,293,243
16-05-2024 05:00,84,291,241
16-05-2024 05:15,85,294,244
16-05-2024 05:30,85,294,244
16-05-2024 05:45,87,297,247
16-05-2024 06:00,88,298,248
16-05-2024 06:15,88,299,249
16-05-2024 06:30,89,299,249
16-05-2024 06:45,89,299,249
16-05-2024 07:00,87,297,247
16-05-2024 07:15,87,297,247
16-05-2024 07:30,88,299,249
16-05-2024 07:45,88,299,249
16-05-2024 08:00,88,299,249
16-05-2024 08:15,94,306,256
16-05-2024 08:30,93,304,254
16-05-2024 08:45,90,300,250
16-05-2024 09:00,89,300,250
16-05-2024 09:15,88,299,249
16-05-2024 09:30,88,299,249
16-05-2024 09:45,88,299,249
16-05-2024 10:00,88,299,249
16-05-2024 10:15,86,296,246
16-05-2024 10:30,86,296,246
16-05-2024 10:45,86,296,246
16-05-2024 11:00,86,296,246
16-05-2024 11:15,86,295,245
16-05-2024 11:30,86,295,245
16-05-2024 11:45,86,296,246
16-05-2024 12:00,89,299,249
16-05-2024 12:15,85,294,244
16-05-2024 12:30,85,294,244
16-05-2024 12:45,86,296,246
16-05-2024 13:00,88,298,248
16-05-2024 13:15,89,300,250
16-05-2024 13:30,88,298,248
16-05-2024 13:45,88,298,248
16-05-2024 14:00,87,298,248
16-05-2024 14:15,88,299,249
16-05-2024 14:30,88,299,249
16-05-2024 14:45,87,298,248
16-05-2024 15:00,88,299,249
16-05-2024 15:15,89,299,249
16-05-2024 15:30,89,300,250
16-05-2024 15:45,88,299,249
16-05-2024 16:00,88,298,248
16-05-2024 16:15,87,297,247
16-05-2024 16:30,86,296,246
16-05-2024 16:45,86,295,245
16-05-2024 17:00,85,294,244
16-05-2024 17:15,83,289,239
16-05-2024 17:30,81,285,235
16-05-2024 17:45,80,283,233
16-05-2024 18:00,80,283,233
16-05-2024 18:15,80,284,234
16-05-2024 18:30,81,285,235
16-05-2024 18:45,81,286,236
16-05-2024 19:00,83,289,239
16-05-2024 19:15,83,290,240
16-05-2024 19:30,84,292,242
16-05-2024 19:45,87,296,246
16-05-2024 20:00,86,295,245
16-05-2024 20:15,85,294,244
16-05-2024 20:30,87,297,247
16-05-2024 20:45,92,305,255
16-05-2024 21:00,86,295,245
16-05-2024 21:15,84,292,242
16-05-2024 21:30,84,291,241
16-05-2024 21:45,84,292,242
16-05-2024 22:00,84,293,243
16-05-2024 22:15,84,293,243
16-05-2024 22:30,85,293,243
16-05-2024 22:45,85,293,243
16-05-2024 23:00,84,292,242
16-05-2024 23:15,84,291,241
16-05-2024 23:30,83,290,240
16-05-2024 23:45,82,288,238
17-05-2024 00:00,81,285,235
17-05-2024 00:15,80,283,233
17-05-2024 00:30,80,282,232
17-05-2024 00:45,78,279,229
17-05-2024 01:00,79,279,229
17-05-2024 01:15,78,278,228
17-05-2024 01:30,72,252,202
17-05-2024 01:45,72,252,202
17-05-2024 02:00,78,278,228
17-05-2024 02:15,79,279,229
17-05-2024 02:30,79,281,231
17-05-2024 02:45,79,281,231
17-05-2024 03:00,78,279,229
17-05-2024 03:15,77,274,224
17-05-2024 03:30,76,271,221
17-05-2024 03:45,76,272,222
17-05-2024 04:00,81,286,236
17-05-2024 04:15,81,286,236
17-05-2024 04:30,81,286,236
17-05-2024 04:45,81,284,234
17-05-2024 05:00,80,283,233
17-05-2024 05:15,75,265,215
17-05-2024 05:30,74,259,209
17-05-2024 05:45,79,276,226
17-05-2024 06:00,85,294,244
17-05-2024 06:15,88,299,249
17-05-2024 06:30,90,300,250
17-05-2024 06:45,91,301,251
17-05-2024 07:00,92,302,252
17-05-2024 07:15,95,307,257
17-05-2024 07:30,98,312,262
17-05-2024 07:45,98,312,262
17-05-2024 08:00,99,315,265
17-05-2024 08:15,105,326,276
17-05-2024 08:30,98,311,261
17-05-2024 08:45,107,331,281
17-05-2024 09:00,91,302,252
17-05-2024 09:15,81,285,235
17-05-2024 09:30,79,275,225
17-05-2024 09:45,80,281,231
17-05-2024 10:00,80,283,233
17-05-2024 10:15,78,279,229
17-05-2024 10:30,74,259,209
17-05-2024 10:45,68,235,190
17-05-2024 11:00,72,251,201
17-05-2024 11:15,73,257,207
17-05-2024 11:30,77,272,222
17-05-2024 11:45,70,243,195
17-05-2024 12:00,64,211,174
17-05-2024 12:15,58,185,157
17-05-2024 12:30,59,190,160
17-05-2024 12:45,57,181,154
17-05-2024 13:00,58,185,157
17-05-2024 13:15,56,176,151
17-05-2024 13:30,57,181,154
17-05-2024 13:45,55,172,148
17-05-2024 14:00,54,165,143
17-05-2024 14:15,52,156,137
17-05-2024 14:30,58,184,156
17-05-2024 14:45,68,235,190
17-05-2024 15:00,72,252,202
17-05-2024 15:15,81,285,235
17-05-2024 15:30,81,285,235
17-05-2024 15:45,79,281,231
17-05-2024 16:00,74,262,212
17-05-2024 16:15,70,242,195
17-05-2024 16:30,61,197,165
17-05-2024 16:45,57,180,153
17-05-2024 17:00,55,169,146
17-05-2024 17:15,51,154,136
17-05-2024 17:30,46,131,121
17-05-2024 17:45,46,131,121
17-05-2024 18:00,45,123,115
17-05-2024 18:15,44,119,113
17-05-2024 18:30,45,123,115
17-05-2024 18:45,46,128,119
17-05-2024 19:00,46,131,121
17-05-2024 19:15,60,192,161
17-05-2024 19:30,54,165,143
17-05-2024 19:45,63,206,171
17-05-2024 20:00,97,310,260
17-05-2024 20:15,108,331,281
17-05-2024 20:30,140,368,322
17-05-2024 20:45,113,341,291
