CreatedDate,pm25_Mariyam_LR1,pm10_Mariyam_LR1,aqi_Mariyam_LR1
19-05-2024 02:15,78,249,199
19-05-2024 02:30,78,251,201
19-05-2024 02:45,80,260,210
19-05-2024 03:00,81,272,222
19-05-2024 03:15,82,277,227
19-05-2024 03:30,82,278,228
19-05-2024 03:45,82,277,227
19-05-2024 04:00,82,272,222
19-05-2024 04:15,82,274,224
19-05-2024 04:30,82,276,226
19-05-2024 04:45,82,277,227
19-05-2024 05:00,81,264,214
19-05-2024 05:15,81,268,218
19-05-2024 05:30,83,279,229
19-05-2024 05:45,85,286,236
19-05-2024 06:00,86,289,239
19-05-2024 06:15,89,300,250
19-05-2024 06:30,97,332,282
19-05-2024 06:45,100,340,290
19-05-2024 07:00,103,347,297
19-05-2024 07:15,103,348,298
19-05-2024 07:30,108,356,308
19-05-2024 07:45,108,356,308
19-05-2024 08:00,106,353,304
19-05-2024 08:15,110,357,309
19-05-2024 08:30,109,356,308
19-05-2024 08:45,113,360,312
19-05-2024 09:00,114,360,312
19-05-2024 09:15,108,353,304
19-05-2024 09:30,102,343,293
19-05-2024 09:45,100,337,287
19-05-2024 10:00,95,322,272
19-05-2024 10:15,91,305,255
19-05-2024 10:30,90,302,252
19-05-2024 10:45,94,316,266
19-05-2024 11:00,88,296,246
19-05-2024 11:15,83,277,227
19-05-2024 11:30,77,243,195
19-05-2024 11:45,72,222,181
19-05-2024 12:00,66,198,165
19-05-2024 12:15,60,181,154
19-05-2024 12:30,57,169,146
19-05-2024 12:45,54,156,137
19-05-2024 13:00,50,146,131
19-05-2024 13:15,49,141,127
19-05-2024 13:30,48,137,125
19-05-2024 13:45,48,137,125
19-05-2024 14:00,57,167,145
19-05-2024 14:15,61,183,155
19-05-2024 14:30,55,162,141
19-05-2024 14:45,47,133,122
19-05-2024 15:00,41,109,106
19-05-2024 15:15,39,98,98
19-05-2024 15:30,37,91,91
19-05-2024 15:45,37,88,88
19-05-2024 16:00,36,83,83
19-05-2024 16:15,33,75,75
19-05-2024 16:30,35,85,85
19-05-2024 16:45,34,81,81
19-05-2024 17:00,30,69,69
19-05-2024 17:15,28,64,64
19-05-2024 17:30,28,65,65
19-05-2024 17:45,28,63,63
19-05-2024 18:00,28,63,63
19-05-2024 18:15,29,65,65
19-05-2024 18:30,30,68,68
19-05-2024 18:45,33,76,76
19-05-2024 19:00,35,81,81
19-05-2024 19:15,35,81,81
19-05-2024 19:30,36,83,83
19-05-2024 19:45,36,85,85
19-05-2024 20:00,37,90,90
19-05-2024 20:15,37,89,89
19-05-2024 20:30,37,89,89
19-05-2024 20:45,38,92,92
19-05-2024 21:00,38,94,94
19-05-2024 21:15,39,101,101
19-05-2024 21:30,44,123,115
19-05-2024 21:45,48,138,125
19-05-2024 22:00,48,138,125
19-05-2024 22:15,48,136,124
19-05-2024 22:30,48,136,124
19-05-2024 22:45,48,136,124
19-05-2024 23:00,48,136,124
19-05-2024 23:15,47,134,123
19-05-2024 23:30,47,134,123
19-05-2024 23:45,47,137,125
20-05-2024 00:00,47,135,123
20-05-2024 00:15,45,127,118
